Id,Label,timeset,username,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,clustering,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
11220,,,CSNCrowd,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
11221,,,PacStandardTW,0,1,1,0,1,1,0,0,1,1,1,0
11222,,,verosies,0,1,1,0,1,1,0,0,1,1,1,0
11223,,,i_Scream6G,0,1,1,0,1,1,0,0,1,1,1,0
11224,,,stebniee,0,1,1,0,1,1,0,0,1,1,1,0
11225,,,studiogabli,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
11226,,,taleamars,0,1,1,0,1,1,0,0,1,1,1,0
11227,,,reiichinose1,0,1,1,0,1,1,0,0,1,1,1,0
11228,,,olivia49433486,0,2,2,0,2,2,0,0,3,0.571429,0.708333,0
11229,,,tonymora52,0,2,2,0,2,2,0,0,1,1,1,0
11230,,,FuckFrancois,0,1,1,0,1,1,0,0,1,1,1,0
11231,,,_shtorrrka,0,1,1,0,1,1,0,0,1,1,1,0
11232,,,slip_stitch,0,1,1,0,1,1,0,0,1,1,1,0
11233,,,nyuheroes,0,1,1,0,1,1,0,0,1,1,1,0
11234,,,Jake_Seiner,0,1,1,0,1,1,0,0,1,1,1,0
11235,,,MagicSh46718476,0,1,1,0,1,1,0,0,1,1,1,0
11236,,,suzetterangel,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
11237,,,inmymind0,0,1,1,0,1,1,0,0,1,1,1,0
11238,,,evesully50,0,2,2,0,2,2,0,0,1,1,1,0
11239,,,horizonrry,0,1,1,0,1,1,0,0,2,0.571429,0.625,0
11240,,,_sunmoonstar_,0,1,1,0,1,1,0,0,2,0.571429,0.625,0
11241,,,hoseokzayn,0,1,1,0,1,1,0,0,2,0.571429,0.625,0
11242,,,kamponggirl87,0,1,1,0,1,1,0,0,2,0.571429,0.625,0
11243,,,jjk_biased01,0,1,1,0,1,1,0,0,2,0.571429,0.625,0
11244,,,erayeaa,0,1,1,0,1,1,0,0,2,0.571429,0.625,0
11245,,,MikeQuinlan5,0,1,1,0,1,1,0,0,2,0.571429,0.625,0
11246,,,nakyumist,1,2,3,1,2,3,0.5,0.006687,1,1,1,0
11247,,,claire_IDOL,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
11248,,,TwinklySoobin,0,1,1,0,1,1,0,0,1,1,1,0
11249,,,Donaldverger,0,1,1,0,1,1,0,0,1,1,1,0
11250,,,IDontSpeakWhine,0,2,2,0,2,2,0,0,2,0.75,0.833333,0
11251,,,ReginaPeele,0,1,1,0,1,1,0,0,1,1,1,0
11252,,,Bntruth1,0,1,1,0,1,1,0,0,1,1,1,0
11253,,,sparklyuzu,0,2,2,0,2,2,0,0,2,0.666667,0.75,0
11254,,,iamnikiforovs,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
11255,,,softyuriko,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
11256,,,mrrrrrrrr_r,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
11257,,,_schuldig_fs,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
11258,,,gguksmolly,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
11259,,,NEWBJIN,27,1,28,27,1,28,0.037037,0.191036,0,0,0,0
11260,,,JackyChen1008,0,1,1,0,1,1,0,0,1,1,1,0
11261,,,camryn_2024,0,1,1,0,1,1,0,0,1,1,1,0
11262,,,DoubleWhitehous,0,1,1,0,1,1,0,0,1,1,1,0
11263,,,shashikantupadh,0,1,1,0,1,1,0,0,1,1,1,0
11264,,,kinj_e,0,1,1,0,1,1,0,0,1,1,1,0
11265,,,marshmyeonnie,0,1,1,0,1,1,0,0,1,1,1,0
11266,,,DAMIYERIM,0,1,1,0,1,1,0,0,1,1,1,0
11267,,,me10vely,0,2,2,0,2,2,0,0,1,1,1,0
11268,,,alittleninenai,0,1,1,0,1,1,0,0,1,1,1,0
11269,,,lomlreki,0,1,1,0,1,1,0,0,1,1,1,0
11270,,,yu_rion_zu,0,1,1,0,1,1,0,0,1,1,1,0
11271,,,An999oo,0,1,1,0,1,1,0,0,1,1,1,0
11272,,,RealGigiWilson,0,1,1,0,1,1,0,0,1,1,1,0
11273,,,Fromfarfaraway2,0,1,1,0,1,1,0,0,1,1,1,0
11274,,,JeffRoushPoetry,0,1,1,0,1,1,0,0,1,1,1,0
11275,,,awasemaru,0,1,1,0,1,1,0,0,1,1,1,0
11276,,,RandiKawakita,0,1,1,0,1,1,0,0,1,1,1,0
11277,,,Hyakki17,0,2,2,0,2,2,0,0,1,1,1,0
11278,,,norio__s,0,1,1,0,1,1,0,0,1,1,1,0
11279,,,uniccorn,0,1,1,0,1,1,0,0,1,1,1,0
11280,,,catboyuzuru,0,1,1,0,1,1,0,0,1,1,1,0
11281,,,yutaseviyorum,0,1,1,0,1,1,0,0,1,1,1,0
11282,,,aidyanixx,0,2,2,0,2,2,0,0,1,1,1,0
11283,,,dillidikudii,0,1,1,0,1,1,0,0,1,1,1,0
11284,,,fangkm31,0,1,1,0,1,1,0,0,1,1,1,0
11285,,,chileancarat,0,1,1,0,1,1,0,0,1,1,1,0
11286,,,Jenny60332258,0,1,1,0,1,1,0,0,1,1,1,0
11287,,,naminooto1106,0,1,1,0,1,1,0,0,1,1,1,0
11288,,,muqingzz,0,1,1,0,1,1,0,0,1,1,1,0
11289,,,TwaddleTwiter,0,1,1,0,1,1,0,0,1,1,1,0
11290,,,ultravioletraez,0,1,1,0,1,1,0,0,1,1,1,0
11291,,,Aarina63154672,0,1,1,0,1,1,0,0,1,1,1,0
11292,,,blueraindr0ps,0,1,1,0,1,1,0,0,1,1,1,0
11293,,,DEIDigest,0,1,1,0,1,1,0,0,1,1,1,0
11294,,,bellllxo,0,1,1,0,1,1,0,0,1,1,1,0
11295,,,sadbea_,0,1,1,0,1,1,0,0,1,1,1,0
11296,,,animalfarm1984a,0,1,1,0,1,1,0,0,1,1,1,0
11297,,,solarhyuck,0,1,1,0,1,1,0,0,1,1,1,0
11298,,,kyungkyll,3,2,5,3,2,5,0.25,0.020061,1,1,1,2
11299,,,AKIHOLlC,10,1,11,10,1,11,0.1,0.066871,0,0,0,0
11300,,,pucca182,0,2,2,0,2,2,0,0,1,1,1,0
11301,,,tacoda00,0,1,1,0,1,1,0,0,1,1,1,0
11302,,,CanadaSaysStop,0,1,1,0,1,1,0,0,1,1,1,0
11303,,,mikeykashi,0,1,1,0,1,1,0,0,1,1,1,0
11304,,,larryspeck9,0,1,1,0,1,1,0,0,1,1,1,0
11305,,,onsunday1028,0,1,1,0,1,1,0,0,1,1,1,0
11306,,,poohsan9405,0,1,1,0,1,1,0,0,1,1,1,0
11307,,,SoFarAwake7,0,1,1,0,1,1,0,0,1,1,1,0
11308,,,kristellvision,0,1,1,0,1,1,0,0,1,1,1,0
11309,,,btsEMx,0,1,1,0,1,1,0,0,1,1,1,0
11310,,,UGH_Marr,0,1,1,0,1,1,0,0,1,1,1,0
11311,,,Yuzu1207ru,0,1,1,0,1,1,0,0,1,1,1,0
11312,,,naonaove,0,1,1,0,1,1,0,0,1,1,1,0
11313,,,Charlot91872975,0,1,1,0,1,1,0,0,1,1,1,0
11314,,,xRecchanx,0,1,1,0,1,1,0,0,1,1,1,0
11315,,,Tree4justice,0,1,1,0,1,1,0,0,1,1,1,0
11316,,,comeg12,0,1,1,0,1,1,0,0,1,1,1,0
11317,,,ffxxxxng,0,1,1,0,1,1,0,0,1,1,1,0
11318,,,KayHenggeler,0,1,1,0,1,1,0,0,1,1,1,0
11319,,,_sunnydress_,0,1,1,0,1,1,0,0,1,1,1,0
11320,,,JLee_us,0,1,1,0,1,1,0,0,1,1,1,0
11321,,,KdflickDonna,0,1,1,0,1,1,0,0,1,1,1,0
11322,,,Hoeshi33,0,1,1,0,1,1,0,0,1,1,1,0
11323,,,weiping_du,0,1,1,0,1,1,0,0,1,1,1,0
11324,,,scroggie24,0,1,1,0,1,1,0,0,1,1,1,0
11325,,,vthkjk,0,1,1,0,1,1,0,0,1,1,1,0
11326,,,DianeBizier,0,1,1,0,1,1,0,0,1,1,1,0
11327,,,marcosmontilla,0,1,1,0,1,1,0,0,1,1,1,0
11328,,,pyrores,0,1,1,0,1,1,0,0,1,1,1,0
11329,,,andyjshultz,0,1,1,0,1,1,0,0,1,1,1,0
11330,,,NoKommen,0,2,2,0,2,2,0,0,1,1,1,0
11331,,,realTgirlshit,0,1,1,0,1,1,0,0,1,1,1,0
11332,,,Phillipmuliisa,16,1,17,17,1,18,0.0625,0.173385,0,0,0,0
11333,,,YunHaRin1,0,1,1,0,1,1,0,0,1,1,1,0
11334,,,TAEYE0NCATGIRL,0,1,1,0,1,1,0,0,1,1,1,0
11335,,,ck1809kc,0,1,1,0,1,1,0,0,1,1,1,0
11336,,,Witch_veil,0,1,1,0,1,1,0,0,1,1,1,0
11337,,,MarcusGMay1,0,1,1,0,1,1,0,0,1,1,1,0
11338,,,ProcrasinBean,0,1,1,0,1,1,0,0,1,1,1,0
11339,,,_ruu_ruu_,0,1,1,0,1,1,0,0,1,1,1,0
11340,,,rdentlove,0,1,1,0,1,1,0,0,1,1,1,0
11341,,,madeleine_OR,0,1,1,0,1,1,0,0,1,1,1,0
11342,,,sillenths,0,1,1,0,1,1,0,0,1,1,1,0
11343,,,jihowol,8,1,9,8,1,9,0.125,0.053497,0,0,0,0
11344,,,mandydugan,0,1,1,0,1,1,0,0,1,1,1,0
11345,,,Henrygissing,0,1,1,0,1,1,0,0,1,1,1,0
11346,,,majesdani,0,1,1,0,1,1,0,0,1,1,1,0
11347,,,4everg6,0,1,1,0,1,1,0,0,1,1,1,0
11348,,,JustVIP_OT5,0,1,1,0,1,1,0,0,1,1,1,0
11349,,,CurlySueChick19,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
11350,,,deemrlo,0,1,1,0,1,1,0,0,1,1,1,0
11351,,,worldwidetwink,0,1,1,0,1,1,0,0,1,1,1,0
11352,,,cobrien2020,0,1,1,0,1,1,0,0,1,1,1,0
11353,,,kaepussy,0,1,1,0,1,1,0,0,4,0.37037,0.433333,0
11354,,,machidaandmeeco,0,1,1,0,1,1,0,0,4,0.37037,0.433333,0
11355,,,dilfzhongli_,0,1,1,0,1,1,0,0,4,0.37037,0.433333,0
11356,,,issupremapcy,0,1,1,0,1,1,0,0,4,0.37037,0.433333,0
11357,,,softkikker,1,1,2,1,1,2,0,0.006687,0,0,0,0
11358,,,jientho,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11359,,,kelli_king66,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11360,,,NeoMagentaPeach,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11361,,,GottschalkJune,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11362,,,tucolayesta,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11363,,,jamiemayres,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11364,,,jandoe23,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11365,,,upilsultann,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11366,,,QuitmanStephens,0,2,2,0,2,2,0,0,1,1,1,0
11367,,,CJujuThePotatoe,0,1,1,0,1,1,0,0,1,1,1,0
11368,,,inkigayoes,1,1,2,1,1,2,0,0.006687,0,0,0,0
11369,,,Enterta52735412,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
11370,,,2015_flover,0,1,1,0,1,1,0,0,1,1,1,0
11371,,,TheFebrileMuse,0,1,1,0,1,1,0,0,1,1,1,0
11372,,,davidgodfrey,0,1,1,0,1,1,0,0,1,1,1,0
11373,,,Notisia365,1,1,2,1,1,2,0,0.006687,0,0,0,0
11374,,,chimcia,0,1,1,0,1,1,0,0,1,1,1,0
11375,,,MarotSeoane,0,1,1,0,1,1,0,0,1,1,1,0
11376,,,icecue,0,1,1,0,1,1,0,0,1,1,1,0
11377,,,HeardAndrew,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
11378,,,kimseokje_anne,0,1,1,0,1,1,0,0,1,1,1,0
11379,,,honeyheIios,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
11380,,,JoanB55,0,1,1,0,1,1,0,0,1,1,1,0
11381,,,galaxyz39planet,0,1,1,0,1,1,0,0,1,1,1,0
11382,,,SarahMya2000,0,1,1,0,1,1,0,0,1,1,1,0
11383,,,shajraa_zakii,0,2,2,0,2,2,0,0,1,1,1,0
11384,,,sugatingz,0,1,1,0,1,1,0,0,1,1,1,0
11385,,,booxercla,0,1,1,0,1,1,0,0,1,1,1,0
11386,,,yutakupon128,0,1,1,0,1,1,0,0,1,1,1,0
11387,,,kamishikana,0,1,1,0,1,1,0,0,1,1,1,0
11388,,,moonchpromisejm,0,1,1,0,1,1,0,0,1,1,1,0
11389,,,MichelleGuzzy,0,1,1,0,1,1,0,0,1,1,1,0
11390,,,khrxz_,0,1,1,0,1,1,0,0,1,1,1,0
11391,,,colleenpierrerd,0,1,1,0,1,1,0,0,1,1,1,0
11392,,,PPedrotty,0,1,1,0,1,1,0,0,1,1,1,0
11393,,,muich7ro,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
11394,,,Hibiki_andante,0,1,1,0,1,1,0,0,1,1,1,0
11395,,,Lindsayvt12Van,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
11396,,,yuutafies,0,1,1,0,1,1,0,0,1,1,1,0
11397,,,realbtsjjin,0,1,1,0,1,1,0,0,1,1,1,0
11398,,,wujujiangshan,0,1,1,0,1,1,0,0,1,1,1,0
11399,,,seniorstllalive,0,3,3,0,3,3,0,0,1,1,1,0
11400,,,PriceAtkinson,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
11401,,,Ethereal_anja,0,1,1,0,1,1,0,0,1,1,1,0
11402,,,ughkiiwwii,0,1,1,0,1,1,0,0,1,1,1,0
11403,,,kingkoheii,0,1,1,0,1,1,0,0,1,1,1,0
11404,,,arclightwizone,0,1,1,0,1,1,0,0,1,1,1,0
11405,,,FMorningtea,0,1,1,0,1,1,0,0,1,1,1,0
11406,,,goodnews,1,1,2,1,1,2,0,0.006687,0,0,0,0
11407,,,HPAsianVoices,1,1,2,1,1,2,0,0.006687,0,0,0,0
11408,,,HuffPostEnt,22,1,23,22,1,23,0.045455,0.147117,0,0,0,0
11409,,,misskitty305,0,1,1,0,1,1,0,0,1,1,1,0
11410,,,tetsuyannie,0,1,1,0,1,1,0,0,1,1,1,0
11411,,,Elsie_Mandel,0,1,1,0,1,1,0,0,1,1,1,0
11412,,,jewelisima,0,1,1,0,1,1,0,0,1,1,1,0
11413,,,lovecean,0,1,1,0,1,1,0,0,1,1,1,0
11414,,,outroick,0,1,1,0,1,1,0,0,1,1,1,0
11415,,,yukinya_0,0,1,1,0,1,1,0,0,1,1,1,0
11416,,,LAtodayy,0,1,1,0,1,1,0,0,1,1,1,0
11417,,,wouldienyway,0,1,1,0,1,1,0,0,1,1,1,0
11418,,,JINNlEMOON,0,1,1,0,1,1,0,0,1,1,1,0
11419,,,mayutlp,0,1,1,0,1,1,0,0,1,1,1,0
11420,,,tiffanyjavines,0,1,1,0,1,1,0,0,1,1,1,0
11421,,,babiegushi,0,1,1,0,1,1,0,0,1,1,1,0
11422,,,hokiurina,0,1,1,0,1,1,0,0,1,1,1,0
11423,,,xMeliodas,0,1,1,0,1,1,0,0,1,1,1,0
11424,,,SurfSideSams,0,1,1,0,1,1,0,0,1,1,1,0
11425,,,X7Aak,0,1,1,0,1,1,0,0,1,1,1,0
11426,,,deathtocrazy,0,1,1,0,1,1,0,0,1,1,1,0
11427,,,yo_ice_b,0,1,1,0,1,1,0,0,1,1,1,0
11428,,,adabagcompany,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
11429,,,OhJustTalk,0,1,1,0,1,1,0,0,1,1,1,0
11430,,,HsvTribune,1,1,2,1,1,2,0,0.006687,0,0,0,0
11431,,,hounddogxx101,11,1,12,12,1,13,0.090909,0.073559,0,0,0,0
11432,,,relaxming,0,1,1,0,1,1,0,0,1,1,1,0
11433,,,joonieemoonie,0,1,1,0,1,1,0,0,1,1,1,0
11434,,,InyxStyx,0,1,1,0,1,1,0,0,1,1,1,0
11435,,,utokkisluv,0,1,1,0,2,2,0,0,1,1,1,0
11436,,,furrycbg,0,1,1,0,1,1,0,0,1,1,1,0
11437,,,showmstgon,0,1,1,0,1,1,0,0,1,1,1,0
11438,,,masakidaniel,0,1,1,0,1,1,0,0,1,1,1,0
11439,,,hamster_gangsta,0,1,1,0,1,1,0,0,1,1,1,0
11440,,,andyz,0,3,3,0,3,3,0,0,1,1,1,0
11441,,,DavidPepper,0,1,1,0,1,1,0,0,1,1,1,0
11442,,,eliehonig,1,1,2,1,1,2,0,0.006687,0,0,0,0
11443,,,sehunnieday,0,1,1,0,1,1,0,0,1,1,1,0
11444,,,shubblehead,0,1,1,0,1,1,0,0,1,1,1,0
11445,,,meli16339,0,1,1,0,1,1,0,0,1,1,1,0
11446,,,mochimin_98,0,1,1,0,1,1,0,0,1,1,1,0
11447,,,4MEDLEN,0,2,2,0,2,2,0,0,1,1,1,0
11448,,,dorami_36,0,1,1,0,1,1,0,0,1,1,1,0
11449,,,namyukika,0,1,1,0,1,1,0,0,1,1,1,0
11450,,,lostinjnk13,0,1,1,0,1,1,0,0,1,1,1,0
11451,,,Balnagown,1,1,2,1,1,2,0,0.006687,0,0,0,0
11452,,,mikajones,8,1,9,8,1,9,0.125,0.053497,0,0,0,0
11453,,,mangoilango,0,1,1,0,1,1,0,0,1,1,1,0
11454,,,mayriella,0,1,1,0,1,1,0,0,1,1,1,0
11455,,,RamosLilee,0,1,1,0,1,1,0,0,1,1,1,0
11456,,,sakiiiiiiiiiii,0,1,1,0,1,1,0,0,1,1,1,0
11457,,,wangxianIovebot,11,2,13,11,2,13,0.083333,0.073559,1,1,1,10
11458,,,Blubaycrab,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11459,,,stewartswuxian,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11460,,,ZNantin,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11461,,,ABCHAMP11,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11462,,,soaptsukare,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11463,,,myg_vante,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11464,,,hobiseeds,5,1,6,5,1,6,0.2,0.03693,0,0,0,0
11465,,,crazyclownshire,0,1,1,0,1,1,0,0,1,1,1,0
11466,,,luvkmw,0,1,1,0,1,1,0,0,1,1,1,0
11467,,,R5Tnfau9H0EsQp7,0,1,1,0,1,1,0,0,1,1,1,0
11468,,,hasunomizu,1,1,2,1,1,2,0,0.006687,0,0,0,0
11469,,,dkahn369,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
11470,,,sawadaraken,0,1,1,0,1,1,0,0,1,1,1,0
11471,,,klcrying,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
11472,,,baegsaegsoeum,0,1,1,0,1,1,0,0,1,1,1,0
11473,,,BlackfootTuxedo,1,1,2,1,1,2,0,0.006687,0,0,0,0
11474,,,kaebits,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
11475,,,jenrobertson2o2,13,1,14,13,1,14,0.076923,0.093921,0,0,0,0
11476,,,astroseok,0,1,1,0,1,1,0,0,1,1,1,0
11477,,,walbeRRRRR,0,1,1,0,1,1,0,0,1,1,1,0
11478,,,judy_snook,0,1,1,0,1,1,0,0,1,1,1,0
11479,,,RickyG_TV,0,1,1,0,1,1,0,0,1,1,1,0
11480,,,baekbyunpuppy,0,1,1,0,1,1,0,0,1,1,1,0
11481,,,Snowsv,0,2,2,0,2,2,0,0,2,0.666667,0.75,0
11482,,,SoobiesBingsoo,0,2,2,0,2,2,0,0,1,1,1,0
11483,,,_no_difference_,0,1,1,0,1,1,0,0,1,1,1,0
11484,,,caixin,1,1,2,1,1,2,0,0.006687,0,0,0,0
11485,,,masudakaoridayo,0,1,1,0,1,1,0,0,1,1,1,0
11486,,,rossxlie,0,1,1,0,1,1,0,0,1,1,1,0
11487,,,twosetowo,0,1,1,0,1,1,0,0,1,1,1,0
11488,,,SlDORKOVA,0,1,1,0,1,1,0,0,1,1,1,0
11489,,,LintheCow,0,1,1,0,1,1,0,0,1,1,1,0
11490,,,0431renjun,1,1,2,1,1,2,0,0.006687,0,0,0,0
11491,,,KarlinhadeGusu,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11492,,,Kondrk_lamar,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11493,,,mendelphobia,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11494,,,Lynnjmd,0,1,1,0,1,1,0,0,5,0.43662,0.474194,0
11495,,,Huriye,0,1,1,0,1,1,0,0,5,0.43662,0.474194,0
11496,,,RO12_MINI_01,0,1,1,0,1,1,0,0,5,0.43662,0.474194,0
11497,,,d9U7nsDuFn3tmGF,0,1,1,0,1,1,0,0,5,0.43662,0.474194,0
11498,,,tassvic,0,1,1,0,1,1,0,0,5,0.43662,0.474194,0
11499,,,GreenMerdragon,0,1,1,0,1,1,0,0,5,0.43662,0.474194,0
11500,,,KungLin5,0,1,1,0,1,1,0,0,5,0.43662,0.474194,0
11501,,,BanglaViral,9,1,10,9,1,10,0.111111,0.060184,0,0,0,0
11502,,,LLuche,0,1,1,0,1,1,0,0,1,1,1,0
11503,,,kaiyazold,0,1,1,0,1,1,0,0,1,1,1,0
11504,,,fchaumac_chau,0,1,1,0,1,1,0,0,1,1,1,0
11505,,,passionario,0,1,1,0,1,1,0,0,1,1,1,0
11506,,,ellenipvenbrr,0,1,1,0,1,1,0,0,1,1,1,0
11507,,,jicho2724ech,0,1,1,0,1,1,0,0,1,1,1,0
11508,,,ryouuuuuy,0,1,1,0,1,1,0,0,1,1,1,0
11509,,,small1ldy1,0,1,1,0,1,1,0,0,1,1,1,0
11510,,,__OCD,0,1,1,0,1,1,0,0,1,1,1,0
11511,,,royaItannie,0,1,1,0,1,1,0,0,1,1,1,0
11512,,,aka_nathanshine,0,1,1,0,1,1,0,0,1,1,1,0
11513,,,Sakura_d1sk,0,1,1,0,1,1,0,0,1,1,1,0
11514,,,cielongin,0,1,1,0,1,1,0,0,1,1,1,0
11515,,,prvdeoly,0,2,2,0,2,2,0,0,1,1,1,0
11516,,,ashlynndfields,0,1,1,0,1,1,0,0,1,1,1,0
11517,,,nessamegh,0,1,1,0,2,2,0,0,1,1,1,0
11518,,,mygghost,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
11519,,,ojaio_oni_chan,0,1,1,0,1,1,0,0,1,1,1,0
11520,,,tsukiyominoasa,11,1,12,11,1,12,0.090909,0.084041,0,0,0,0
11521,,,blin27k,0,1,1,0,1,1,0,0,1,1,1,0
11522,,,ksanada,0,1,1,0,1,1,0,0,1,1,1,0
11523,,,nedenburdaysam,0,1,1,0,1,1,0,0,1,1,1,0
11524,,,CarmenPilar26,0,1,1,0,1,1,0,0,1,1,1,0
11525,,,Eternally7luv,0,1,1,0,1,1,0,0,1,1,1,0
11526,,,jaybkev,0,1,1,0,1,1,0,0,1,1,1,0
11527,,,fildfai,0,1,1,0,1,1,0,0,1,1,1,0
11528,,,redfoxbluebear,0,1,1,0,1,1,0,0,1,1,1,0
11529,,,gregory_greg_,0,1,1,0,1,1,0,0,1,1,1,0
11530,,,etxrnallyjoons,0,1,1,0,1,1,0,0,1,1,1,0
11531,,,VintageEdges,1,1,2,1,1,2,0,0.006687,0,0,0,0
11532,,,Prof_Chadwick,1,1,2,1,1,2,0,0.006687,0,0,0,0
11533,,,flwrvmins,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11534,,,9HSuxAl1h2Laro5,8,1,9,8,1,9,0.125,0.053497,0,0,0,0
11535,,,vintshiho,0,1,1,0,1,1,0,0,1,1,1,0
11536,,,moonjinnie__,0,1,1,0,1,1,0,0,1,1,1,0
11537,,,YellowishKanra,0,1,1,0,1,1,0,0,1,1,1,0
11538,,,DAYAN0517,0,1,1,0,1,1,0,0,1,1,1,0
11539,,,bts__ot7love,0,1,1,0,1,1,0,0,1,1,1,0
11540,,,joaomcrodrigues,5,1,6,6,2,8,0.2,0.033436,0,0,0,0
11541,,,Di_Artiki,0,1,1,0,1,1,0,0,1,1,1,0
11542,,,fedguga1,0,1,1,0,1,1,0,0,1,1,1,0
11543,,,starfishhost1,3,1,4,3,1,4,0.333333,0.030544,0,0,0,0
11544,,,BBYFL3UR,3,3,6,3,3,6,0.2,0.020061,1,1,1,4
11545,,,bl_kdrama,0,1,1,0,1,1,0,0,1,1,1,0
11546,,,madmadds_07,0,1,1,0,1,1,0,0,1,1,1,0
11547,,,EricPer94077700,7,1,8,8,2,10,0.142857,0.057293,0,0,0,0
11548,,,peteraclarkson,0,1,1,0,1,1,0,0,1,1,1,0
11549,,,peace1,0,1,1,0,1,1,0,0,1,1,1,0
11550,,,Walantea11,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
11551,,,btsatrix,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
11552,,,c1010lie,0,1,1,0,1,1,0,0,1,1,1,0
11553,,,jongincholo,0,1,1,0,1,1,0,0,1,1,1,0
11554,,,halohalohobi,0,2,2,0,2,2,0,0,1,1,1,0
11555,,,sgkoyuasg1024,0,1,1,0,1,1,0,0,1,1,1,0
11556,,,terronII,0,1,1,0,1,1,0,0,1,1,1,0
11557,,,TaYPLBzgl299wEp,0,1,1,0,1,1,0,0,1,1,1,0
11558,,,shawtybaetaee,0,1,1,0,1,1,0,0,1,1,1,0
11559,,,jiggukfairyy,0,1,1,0,1,1,0,0,1,1,1,0
11560,,,Telphoussa,0,1,1,0,1,1,0,0,1,1,1,0
11561,,,ChristineWesl18,1,1,2,1,1,2,0,0.006687,0,0,0,0
11562,,,carat_wooahae,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11563,,,inneryoonie,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11564,,,Lisa_Angel20,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11565,,,panshi7,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11566,,,PrincessBravato,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11567,,,Listofthings1,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11568,,,Zuzuzuz47728801,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11569,,,wsls,6,1,7,7,2,9,0.166667,0.040123,0,0,0,0
11570,,,susiem_01,0,1,1,0,1,1,0,0,1,1,1,0
11571,,,kathlovesyeol,0,1,1,0,1,1,0,0,1,1,1,0
11572,,,yzmpoo1,0,1,1,0,1,1,0,0,1,1,1,0
11573,,,Gunny_Loki,0,1,1,0,1,1,0,0,1,1,1,0
11574,,,rinrainy_,0,1,1,0,1,1,0,0,1,1,1,0
11575,,,lonegamer78,0,1,1,0,1,1,0,0,1,1,1,0
11576,,,YA3MiK0,0,1,1,0,1,1,0,0,1,1,1,0
11577,,,___bbing,0,3,3,0,3,3,0,0,1,1,1,0
11578,,,TracyTcleve,0,1,1,0,1,1,0,0,1,1,1,0
11579,,,ApraezGiovanni,0,1,1,0,1,1,0,0,1,1,1,0
11580,,,shirou99_kun,0,1,1,0,1,1,0,0,1,1,1,0
11581,,,ranran_skate,0,1,1,0,1,1,0,0,1,1,1,0
11582,,,yuzurinta1207,0,1,1,0,1,1,0,0,1,1,1,0
11583,,,DavidBa97762856,0,1,1,0,1,1,0,0,1,1,1,0
11584,,,w1_nct04,0,1,1,0,1,1,0,0,1,1,1,0
11585,,,gambarum,0,1,1,0,1,1,0,0,1,1,1,0
