Id,Label,timeset,username,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,clustering,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
10851,,,mjxote9,0,1,1,0,1,1,0,0,1,1,1,0
10852,,,DystopianGordon,0,1,1,0,1,1,0,0,1,1,1,0
10853,,,yuzuchen210,1,1,2,1,1,2,0,0.006687,0,0,0,0
10854,,,davisj1,5,2,7,5,2,7,0.166667,0.033436,1,1,1,4
10855,,,Portello16,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
10856,,,sbtkow8,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
10857,,,Maga4Justice,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
10858,,,cvtiepie_bby,6,1,7,6,1,7,0,0.02376,3,0.5,0.583333,24
10859,,,queen_elsaY,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
10860,,,KarlaSucgang,0,2,2,0,2,2,0,0,3,0.555556,0.666667,0
10861,,,ruck22,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
10862,,,yayamiaya,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
10863,,,SpoooKyra,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
10864,,,ughirako,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
10865,,,SND,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
10866,,,RealNewArrival,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
10867,,,hoonloveer,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
10868,,,amma_naomi,13,1,14,13,1,14,0.076923,0.10091,0,0,0,0
10869,,,myyunique,0,1,1,0,1,1,0,0,1,1,1,0
10870,,,2cookie2mumble,0,2,2,0,2,2,0,0,1,1,1,0
10871,,,JudeFrisco,0,1,1,0,1,1,0,0,1,1,1,0
10872,,,nicole__768,0,1,1,0,1,1,0,0,1,1,1,0
10873,,,draiochtlive,0,1,1,0,1,1,0,0,1,1,1,0
10874,,,KandaAtsumu,0,1,1,0,1,1,0,0,1,1,1,0
10875,,,pupurenii,0,1,1,0,1,1,0,0,1,1,1,0
10876,,,bewitchedbaby,0,1,1,0,1,1,0,0,1,1,1,0
10877,,,forzyixing__07,0,1,1,0,1,1,0,0,1,1,1,0
10878,,,czacza__,0,1,1,0,1,1,0,0,1,1,1,0
10879,,,tanyachen,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
10880,,,polaroidbutter,0,1,1,0,1,1,0,0,1,1,1,0
10881,,,florenticajoe,0,2,2,0,2,2,0,0,1,1,1,0
10882,,,soobielovebot,0,1,1,0,1,1,0,0,1,1,1,0
10883,,,jackierabbit_,0,1,1,0,1,1,0,0,1,1,1,0
10884,,,barrybrightinsc,9,1,10,9,1,10,0.111111,0.060184,0,0,0,0
10885,,,stick631,0,1,1,0,1,1,0,0,1,1,1,0
10886,,,MikeOutYonder,0,1,1,0,1,1,0,0,1,1,1,0
10887,,,kivy_,0,1,1,0,1,1,0,0,1,1,1,0
10888,,,brightdwt,0,1,1,0,1,1,0,0,1,1,1,0
10889,,,meaculpa321,0,1,1,0,1,1,0,0,1,1,1,0
10890,,,Dogger6337,0,1,1,0,1,1,0,0,1,1,1,0
10891,,,chirpyandsleepy,0,1,1,0,1,1,0,0,1,1,1,0
10892,,,FrontBoomer,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
10893,,,InnahTall,7,1,8,7,1,8,0.142857,0.04681,0,0,0,0
10894,,,notcarryingon,0,1,1,0,1,1,0,0,1,1,1,0
10895,,,xcarlyymariex,0,1,1,0,1,1,0,0,1,1,1,0
10896,,,careerlink4jobs,0,1,1,0,1,1,0,0,1,1,1,0
10897,,,mcallsports,0,1,1,0,1,1,0,0,1,1,1,0
10898,,,Trends_in_USA,10,1,11,11,2,13,0.1,0.066871,0,0,0,0
10899,,,K1LLFORJIMIN,0,1,1,0,1,1,0,0,1,1,1,0
10900,,,wegoingcrazy,0,1,1,0,1,1,0,0,1,1,1,0
10901,,,veetalone,0,1,1,0,1,1,0,0,1,1,1,0
10902,,,TheGrrreenLlama,0,1,1,0,1,1,0,0,1,1,1,0
10903,,,CHILDETEAMO,0,1,1,0,1,1,0,0,1,1,1,0
10904,,,TheGlamourBuff,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
10905,,,WatchSharif,0,1,1,0,1,1,0,0,1,1,1,0
10906,,,videomatome1,9,1,10,9,1,10,0.111111,0.060184,0,0,0,0
10907,,,beyondts7,0,1,1,0,1,1,0,0,1,1,1,0
10908,,,ptylovestae,0,1,1,0,1,1,0,0,1,1,1,0
10909,,,hoshiwokaru,0,1,1,0,1,1,0,0,1,1,1,0
10910,,,KrystleRoseKing,0,1,1,0,1,1,0,0,1,1,1,0
10911,,,Crumlinfinglas,0,1,1,0,1,1,0,0,1,1,1,0
10912,,,iiimuseichore,0,5,5,0,5,5,0,0,2,0.6,0.666667,0
10913,,,rogerpatmyers,1,1,2,1,1,2,0,0.006687,0,0,0,0
10914,,,yoonsiie,0,1,1,0,1,1,0,0,1,1,1,0
10915,,,mordormada,0,1,1,0,1,1,0,0,1,1,1,0
10916,,,wennjinx,0,1,1,0,1,1,0,0,1,1,1,0
10917,,,Alycia614,0,1,1,0,1,1,0,0,1,1,1,0
10918,,,TayciBear,0,1,1,0,1,1,0,0,1,1,1,0
10919,,,E__Strobel,0,1,1,0,1,1,0,0,1,1,1,0
10920,,,hangyulsea,0,1,1,0,1,1,0,0,1,1,1,0
10921,,,nyxsheaven,0,1,1,0,1,1,0,0,1,1,1,0
10922,,,endofplans,0,1,1,0,1,1,0,0,1,1,1,0
10923,,,HuffPostWomen,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
10924,,,RealJohnLaurens,0,1,1,0,1,1,0,0,1,1,1,0
10925,,,NiveaSoftXX,18,1,19,18,1,19,0.055556,0.221036,0,0,0,0
10926,,,jaymann34,0,1,1,0,1,1,0,0,1,1,1,0
10927,,,ShirleyDong18,0,1,1,0,1,1,0,0,1,1,1,0
10928,,,MapleMuffYn,0,1,1,0,1,1,0,0,1,1,1,0
10929,,,lindalovesstuff,0,2,2,0,2,2,0,0,1,1,1,0
10930,,,vinzhais,0,3,3,0,3,3,0,0,2,0.8,0.875,0
10931,,,jasonRi64304181,0,1,1,0,1,1,0,0,1,1,1,0
10932,,,commonsense258,0,1,1,0,1,1,0,0,1,1,1,0
10933,,,Bailyboo11,0,1,1,0,1,1,0,0,1,1,1,0
10934,,,lidoljay,0,1,1,0,1,1,0,0,1,1,1,0
10935,,,rebel_hare,0,1,1,0,1,1,0,0,1,1,1,0
10936,,,kookoosaannn,0,2,2,0,2,2,0,0,1,1,1,0
10937,,,artesfantasia,0,1,1,0,1,1,0,0,1,1,1,0
10938,,,DrydenNovelette,0,2,2,0,2,2,0,0,2,0.75,0.833333,0
10939,,,thejoshuablog,0,1,1,0,1,1,0,0,1,1,1,0
10940,,,barbward804,7,1,8,7,1,8,0.142857,0.053798,0,0,0,0
10941,,,YuAnaZu,0,1,1,0,1,1,0,0,1,1,1,0
10942,,,DonnaFerry10,0,1,1,0,1,1,0,0,1,1,1,0
10943,,,4huaIian,2,2,4,2,2,4,0.333333,0.013374,1,1,1,1
10944,,,onekokiiro,0,1,1,0,1,1,0,0,1,1,1,0
10945,,,NOLADuchess,0,2,2,0,2,2,0,0,2,0.75,0.833333,0
10946,,,zomqiecat,0,1,1,0,1,1,0,0,1,1,1,0
10947,,,judeigwe10,0,1,1,0,1,1,0,0,1,1,1,0
10948,,,tayyymarie,0,1,1,0,1,1,0,0,1,1,1,0
10949,,,beichuchu,0,1,1,0,1,1,0,0,1,1,1,0
10950,,,tsblon2218,0,1,1,0,1,1,0,0,1,1,1,0
10951,,,jordangdavidson,19,1,20,19,1,20,0.052632,0.148021,0,0,0,0
10952,,,SCAM518,0,1,1,0,1,1,0,0,1,1,1,0
10953,,,blqkjeon,0,1,1,0,1,1,0,0,1,1,1,0
10954,,,gwaceallstar,0,1,1,0,1,1,0,0,1,1,1,0
10955,,,divine_jimin,0,2,2,0,2,2,0,0,1,1,1,0
10956,,,saraleottine,0,1,1,0,1,1,0,0,1,1,1,0
10957,,,JadeMitchell199,0,1,1,0,1,1,0,0,1,1,1,0
10958,,,SavannahThao99,0,1,1,0,1,1,0,0,1,1,1,0
10959,,,officialcorlaj,0,1,1,0,1,1,0,0,1,1,1,0
10960,,,luvsyuzu,0,1,1,0,1,1,0,0,1,1,1,0
10961,,,abacjourn,0,1,1,0,1,1,0,0,1,1,1,0
10962,,,lacy_0702,2,5,7,2,5,7,0.166667,0.013374,1,1,1,4
10963,,,ReillySpicer,0,1,1,0,1,1,0,0,1,1,1,0
10964,,,Reuters,23,1,24,24,2,26,0.043478,0.153804,0,0,0,0
10965,,,ohthatgirlanna,0,1,1,0,1,1,0,0,1,1,1,0
10966,,,cw413lem205,0,1,1,0,1,1,0,0,1,1,1,0
10967,,,maguetts,0,1,1,0,1,1,0,0,1,1,1,0
10968,,,LiterallySmash,0,1,1,0,1,1,0,0,1,1,1,0
10969,,,SteveHelwagen,0,1,1,0,1,1,0,0,1,1,1,0
10970,,,windycityevnts,7,1,8,8,1,9,0.142857,0.067775,0,0,0,0
10971,,,joonsrouba,0,1,1,0,1,1,0,0,1,1,1,0
10972,,,nanaa9394,0,1,1,0,1,1,0,0,1,1,1,0
10973,,,AnthonyBibbs19,0,2,2,0,2,2,0,0,1,1,1,0
10974,,,SweetiePieArmy,0,1,1,0,1,1,0,0,1,1,1,0
10975,,,terfsdie,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
10976,,,vdblegal,0,1,1,0,1,1,0,0,1,1,1,0
10977,,,bunzify,1,1,2,1,1,2,0,0.006687,0,0,0,0
10978,,,HobixKei,7,3,10,7,3,10,0.111111,0.04681,1,1,1,12
10979,,,Asg_uwu,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
10980,,,allanman1515,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
10981,,,yuzulvrr,0,5,5,0,5,5,0,0,2,0.727273,0.8125,0
10982,,,rhode_hyz,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
10983,,,YoongiB21072130,0,1,1,0,1,1,0,0,2,0.6,0.666667,0
10984,,,yc_all,10,1,11,11,1,12,0.1,0.066871,0,0,0,0
10985,,,maikkoy,0,1,1,0,1,1,0,0,1,1,1,0
10986,,,NancyMsschwartz,0,1,1,0,1,1,0,0,1,1,1,0
10987,,,ellendwu,0,1,1,0,1,1,0,0,1,1,1,0
10988,,,basoxtahu,0,1,1,0,1,1,0,0,1,1,1,0
10989,,,uwuxiu,0,1,1,0,1,1,0,0,1,1,1,0
10990,,,justjimini,0,1,1,0,1,1,0,0,1,1,1,0
10991,,,RaycholN,0,1,1,0,1,1,0,0,1,1,1,0
10992,,,PopulistDemand,0,1,1,0,2,2,0,0,1,1,1,0
10993,,,SenateTim,0,1,1,0,1,1,0,0,1,1,1,0
10994,,,mitsktan,1,1,2,2,2,4,0,0.006687,0,0,0,0
10995,,,GrantGinder,14,1,15,14,1,15,0.071429,0.09362,0,0,0,0
10996,,,VFlowingFineArt,0,1,1,0,1,1,0,0,1,1,1,0
10997,,,2keai,0,1,1,0,1,1,0,0,1,1,1,0
10998,,,GunnNicole,0,1,1,0,1,1,0,0,1,1,1,0
10999,,,LetMeChooseSmth,0,1,1,0,1,1,0,0,1,1,1,0
11000,,,Terrysspcsowers,0,1,1,0,1,1,0,0,1,1,1,0
11001,,,grapefruitism,0,1,1,0,1,1,0,0,1,1,1,0
11002,,,kellyjohnsonhas,0,1,1,0,1,1,0,0,1,1,1,0
11003,,,libra2libra,0,1,1,0,1,1,0,0,1,1,1,0
11004,,,DeasyKida,0,1,1,0,1,1,0,0,1,1,1,0
11005,,,pleaseimajoke,0,1,1,0,1,1,0,0,1,1,1,0
11006,,,zuzuger32,0,1,1,0,1,1,0,0,1,1,1,0
11007,,,ladysigel,8,1,9,8,1,9,0.125,0.053497,0,0,0,0
11008,,,nursebillion,0,1,1,0,1,1,0,0,1,1,1,0
11009,,,sevenumbrellass,0,1,1,0,1,1,0,0,1,1,1,0
11010,,,pumpthosebrks,0,2,2,0,2,2,0,0,1,1,1,0
11011,,,tzucrush,0,2,2,0,2,2,0,0,1,1,1,0
11012,,,Calendula_flos7,0,1,1,0,1,1,0,0,1,1,1,0
11013,,,Djfreezylee01,0,1,1,0,1,1,0,0,1,1,1,0
11014,,,BluePurpleMusic,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
11015,,,taylor_schalk,0,1,1,0,1,1,0,0,1,1,1,0
11016,,,concert_next,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
11017,,,_strontium__,0,2,2,0,2,2,0,0,1,1,1,0
11018,,,MaoDa1Ch1,0,1,1,0,1,1,0,0,1,1,1,0
11019,,,WilliamGDonnel1,0,1,1,0,1,1,0,0,1,1,1,0
11020,,,SandyA00188448,0,1,1,0,1,1,0,0,1,1,1,0
11021,,,SmnWeekly,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11022,,,varicose1981,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11023,,,susanvela,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11024,,,cindylou111f,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11025,,,shimshimiya,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
11026,,,orangefreckle,0,1,1,0,1,1,0,0,1,1,1,0
11027,,,thygergirl,0,1,1,0,1,1,0,0,1,1,1,0
11028,,,luv4tomford,0,1,1,0,1,1,0,0,1,1,1,0
11029,,,LluvTae_,0,1,1,0,1,1,0,0,1,1,1,0
11030,,,Dfizz85,0,1,1,0,1,1,0,0,1,1,1,0
11031,,,yuzubon0523,0,1,1,0,1,1,0,0,1,1,1,0
11032,,,_MissNessie_,0,1,1,0,1,1,0,0,1,1,1,0
11033,,,HITCnews,1,1,2,1,1,2,0,0.006687,0,0,0,0
11034,,,JoeR42,13,1,14,13,1,14,0.076923,0.118381,0,0,0,0
11035,,,butalwaysdark,0,1,1,0,1,1,0,0,1,1,1,0
11036,,,whimseyvenus,0,1,1,0,1,1,0,0,1,1,1,0
11037,,,revelwrld,0,1,1,0,1,1,0,0,1,1,1,0
11038,,,keayafruityy,0,1,1,0,1,1,0,0,1,1,1,0
11039,,,Equill,0,1,1,0,1,1,0,0,1,1,1,0
11040,,,mjdibatt,0,1,1,0,1,1,0,0,1,1,1,0
11041,,,hushj0hn,0,1,1,0,1,1,0,0,1,1,1,0
11042,,,knitterkim,1,1,2,1,1,2,0,0.006687,0,0,0,0
11043,,,NBC6intheMix,9,1,10,9,1,10,0.111111,0.060184,0,0,0,0
11044,,,euphelectronica,0,1,1,0,1,1,0,0,1,1,1,0
11045,,,mppcysws,0,1,1,0,1,1,0,0,1,1,1,0
11046,,,_tiffanydream,0,1,1,0,1,1,0,0,1,1,1,0
11047,,,JanHacker9,0,1,1,0,1,1,0,0,1,1,1,0
11048,,,RecRuth,0,1,1,0,1,1,0,0,1,1,1,0
11049,,,fairyjiboo,0,1,1,0,1,1,0,0,1,1,1,0
11050,,,ahri_best_Waifu,0,1,1,0,1,1,0,0,1,1,1,0
11051,,,fallencandles,0,1,1,0,1,1,0,0,1,1,1,0
11052,,,RAL9OO2,0,1,1,0,1,1,0,0,1,1,1,0
11053,,,m_ichelle_802,1,1,2,2,2,4,0,0.006687,0,0,0,0
11054,,,billboarddance,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
11055,,,Disco__Bisco,0,1,1,0,1,1,0,0,1,1,1,0
11056,,,SBolic1,0,1,1,0,1,1,0,0,1,1,1,0
11057,,,perlaballerina,9,1,10,9,1,10,0.111111,0.060184,0,0,0,0
11058,,,ShuaiMara,0,1,1,0,1,1,0,0,1,1,1,0
11059,,,Roselacent,0,1,1,0,1,1,0,0,1,1,1,0
11060,,,Josh_ta_pose,0,1,1,0,1,1,0,0,1,1,1,0
11061,,,75103g,0,1,1,0,1,1,0,0,1,1,1,0
11062,,,DekkDaaa__,0,1,1,0,1,1,0,0,1,1,1,0
11063,,,btxtchartbullys,0,3,3,0,3,3,0,0,2,0.8,0.875,0
11064,,,luxim00n,0,3,3,0,3,3,0,0,1,1,1,0
11065,,,Sunshin21176498,0,1,1,0,1,1,0,0,1,1,1,0
11066,,,novnein,0,1,1,0,1,1,0,0,1,1,1,0
11067,,,amyignatow,2,1,3,2,1,3,0.5,0.016869,0,0,0,0
11068,,,Yale,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
11069,,,shineeranwan,0,1,1,0,1,1,0,0,1,1,1,0
11070,,,jhwankyu,0,1,1,0,1,1,0,0,1,1,1,0
11071,,,crimson151,0,1,1,0,1,1,0,0,1,1,1,0
11072,,,NBCNewYork,9,1,10,13,4,17,0.111111,0.060184,0,0,0,0
11073,,,jamsiblue,0,1,1,0,1,1,0,0,1,1,1,0
11074,,,sasaracore,0,1,1,0,1,1,0,0,1,1,1,0
11075,,,younzzn,0,1,1,0,1,1,0,0,1,1,1,0
11076,,,trinicouz,0,1,1,0,1,1,0,0,1,1,1,0
11077,,,finallyinheaven,0,1,1,0,1,1,0,0,1,1,1,0
11078,,,MaMoosie,0,1,1,0,1,1,0,0,1,1,1,0
11079,,,multilurver,0,1,1,0,1,1,0,0,1,1,1,0
11080,,,leonkllr007,0,1,1,0,1,1,0,0,1,1,1,0
11081,,,kamemaro3640,0,3,3,0,4,4,0,0,1,1,1,0
11082,,,melissuke,0,1,1,0,1,1,0,0,1,1,1,0
11083,,,Milkychiapuddin,0,1,1,0,1,1,0,0,1,1,1,0
11084,,,joshiki5158,0,1,1,0,1,1,0,0,1,1,1,0
11085,,,RWLawsonFL,0,2,2,0,2,2,0,0,1,1,1,0
11086,,,imshivmgoyal,0,1,1,0,1,1,0,0,1,1,1,0
11087,,,F0GGYnoUMI,0,1,1,0,1,1,0,0,1,1,1,0
11088,,,beomjkoo,2,1,3,4,3,7,0.5,0.013374,0,0,0,0
11089,,,debtopka,0,1,1,0,1,1,0,0,1,1,1,0
11090,,,hashtagmaggie,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
11091,,,aaangsti,0,1,1,0,1,1,0,0,1,1,1,0
11092,,,USATODAY,1,1,2,1,1,2,0,0.006687,0,0,0,0
11093,,,debr3322,0,1,1,0,1,1,0,0,1,1,1,0
11094,,,JonHale_CJ,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
11095,,,ynaishteru,0,1,1,0,1,1,0,0,1,1,1,0
11096,,,tenshusband,10,1,11,11,2,13,0.1,0.150068,0,0,0,0
11097,,,chris_a_vu,0,1,1,0,1,1,0,0,1,1,1,0
11098,,,vewning,0,1,1,0,1,1,0,0,2,0.52381,0.545455,0
11099,,,6knQslRkjRcGctM,0,1,1,0,1,1,0,0,2,0.52381,0.545455,0
11100,,,pnsprkr,0,1,1,0,1,1,0,0,2,0.52381,0.545455,0
11101,,,lots_of_pops,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
11102,,,Billy_Turner115,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
11103,,,pavoncino,0,1,1,0,1,1,0,0,1,1,1,0
11104,,,hangsangdeprssd,0,1,1,0,1,1,0,0,1,1,1,0
11105,,,_mlissaxo,0,1,1,0,1,1,0,0,1,1,1,0
11106,,,47ylz,0,1,1,0,1,1,0,0,1,1,1,0
11107,,,irawamih_,0,1,1,0,1,1,0,0,1,1,1,0
11108,,,sor16386,0,1,1,0,1,1,0,0,1,1,1,0
11109,,,reilly_zoda,0,1,1,0,1,1,0,0,1,1,1,0
11110,,,joemikebud,0,1,1,0,1,1,0,0,1,1,1,0
11111,,,finallyirem,0,1,1,0,1,1,0,0,1,1,1,0
11112,,,badhachiko,0,1,1,0,1,1,0,0,1,1,1,0
11113,,,Mahogony_Stone,0,1,1,0,1,1,0,0,1,1,1,0
11114,,,minwheeinie,0,1,1,0,1,1,0,0,1,1,1,0
11115,,,Theultimatebab1,0,1,1,0,1,1,0,0,1,1,1,0
11116,,,shwur__,0,2,2,0,2,2,0,0,1,1,1,0
11117,,,someonegoogled,11,1,12,11,1,12,0.090909,0.073559,0,0,0,0
11118,,,Man1Anarchy,0,1,1,0,1,1,0,0,1,1,1,0
11119,,,BujaBrenda,0,1,1,0,1,1,0,0,1,1,1,0
11120,,,isuper2022,0,1,1,0,1,1,0,0,1,1,1,0
11121,,,fb_s_u,0,2,2,0,2,2,0,0,1,1,1,0
11122,,,2svtt,0,1,1,0,1,1,0,0,1,1,1,0
11123,,,Kate17Kazoo,0,1,1,0,1,1,0,0,1,1,1,0
11124,,,Immadlol1,0,1,1,0,1,1,0,0,1,1,1,0
11125,,,TopGrace,0,1,1,0,1,1,0,0,1,1,1,0
11126,,,suki3hunna,0,1,1,0,1,1,0,0,1,1,1,0
11127,,,catitcomb,0,1,1,0,1,1,0,0,1,1,1,0
11128,,,b_hyyh04,0,1,1,0,1,1,0,0,1,1,1,0
11129,,,outerspacemanII,0,1,1,0,1,1,0,0,1,1,1,0
11130,,,valsadie,0,1,1,0,1,1,0,0,1,1,1,0
11131,,,jellybunns,2,1,3,2,1,3,0.5,0.03434,0,0,0,0
11132,,,TheSceneSD,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
11133,,,szumerowska,0,1,1,0,1,1,0,0,1,1,1,0
11134,,,sekando789,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
11135,,,gukblues,0,1,1,0,1,1,0,0,1,1,1,0
11136,,,jintrology,0,1,1,0,1,1,0,0,1,1,1,0
11137,,,jikookthatsit,0,1,1,0,1,1,0,0,1,1,1,0
11138,,,Brandon23994963,0,1,1,0,1,1,0,0,1,1,1,0
11139,,,cqrrnts,0,1,1,0,1,1,0,0,1,1,1,0
11140,,,juniortalent85,0,1,1,0,1,1,0,0,1,1,1,0
11141,,,collinstw,0,1,1,0,1,1,0,0,1,1,1,0
11142,,,NYim0922,0,1,1,0,1,1,0,0,1,1,1,0
11143,,,maineallyb,0,1,1,0,1,1,0,0,1,1,1,0
11144,,,minewns,0,1,1,0,1,1,0,0,1,1,1,0
11145,,,rainbowtbz,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
11146,,,baylaune,0,1,1,0,1,1,0,0,1,1,1,0
11147,,,catsumtsum,0,1,1,0,1,1,0,0,1,1,1,0
11148,,,_azupoo_,0,1,1,0,1,1,0,0,1,1,1,0
11149,,,MissLizLizLiz,0,1,1,0,1,1,0,0,1,1,1,0
11150,,,maviryu,0,1,1,0,1,1,0,0,1,1,1,0
11151,,,meixiuhua,0,1,1,0,1,1,0,0,1,1,1,0
11152,,,tjohnsonRecruit,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
11153,,,ROZARIO1027,3,1,4,3,1,4,0.333333,0.041027,0,0,0,0
11154,,,amazayn_life,0,1,1,0,1,1,0,0,1,1,1,0
11155,,,newsoneplace,5,1,6,6,2,8,0.2,0.033436,0,0,0,0
11156,,,jbhaniger,0,1,1,0,1,1,0,0,1,1,1,0
11157,,,Chaaberry,0,1,1,0,1,1,0,0,1,1,1,0
11158,,,AyanTalTal,0,1,1,0,1,1,0,0,1,1,1,0
11159,,,nathanfenno,0,1,1,0,1,1,0,0,1,1,1,0
11160,,,MateCahoney,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
11161,,,WOOGIONICE,0,1,1,0,1,1,0,0,1,1,1,0
11162,,,aviarian,0,1,1,0,1,1,0,0,1,1,1,0
11163,,,CrowdVectors,4,1,5,5,1,6,0.25,0.026749,0,0,0,0
11164,,,FlavorYuta,0,1,1,0,1,1,0,0,1,1,1,0
11165,,,choe_lindsay,0,1,1,0,2,2,0,0,1,1,1,0
11166,,,yeshuaformosa,0,2,2,0,2,2,0,0,1,1,1,0
11167,,,karen_mosteller,7,1,8,7,1,8,0.142857,0.084311,0,0,0,0
11168,,,vuhlkyrie,4,2,6,5,3,8,0.2,0.111392,1,1,1,35
11169,,,hemslark,0,1,1,0,1,1,0,0,1,1,1,0
11170,,,joonie4pres,0,1,1,0,1,1,0,0,1,1,1,0
11171,,,2LQoQAUczHhNU1l,0,1,1,0,1,1,0,0,1,1,1,0
11172,,,LunchtimeSeries,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
11173,,,yaegigigi,0,1,1,0,1,1,0,0,1,1,1,0
11174,,,ughyoomgi,0,1,1,0,1,1,0,0,1,1,1,0
11175,,,lunarshitzz,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
11176,,,liveIaughmitski,0,2,2,0,2,2,0,0,1,1,1,0
11177,,,alsawalsa,0,1,1,0,1,1,0,0,1,1,1,0
11178,,,smile_vals,0,1,1,0,1,1,0,0,1,1,1,0
11179,,,MonicaOnline,0,1,1,0,1,1,0,0,1,1,1,0
11180,,,L0VESY00NIE,0,1,1,0,1,1,0,0,1,1,1,0
11181,,,StrangeCloverXI,0,1,1,0,1,1,0,0,1,1,1,0
11182,,,mimiscenery,0,1,1,0,1,1,0,0,1,1,1,0
11183,,,Jared69036156,0,1,1,0,1,1,0,0,1,1,1,0
11184,,,Ghosttopp,0,1,1,0,1,1,0,0,1,1,1,0
11185,,,llstrsnana,0,1,1,0,1,1,0,0,1,1,1,0
11186,,,kvlvrboy,0,2,2,0,2,2,0,0,1,1,1,0
11187,,,qyudimples,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
11188,,,Itsmaaaria22,0,1,1,0,1,1,0,0,1,1,1,0
11189,,,JustAnotherJo4J,0,1,1,0,1,1,0,0,1,1,1,0
11190,,,GalacTrisSquad,0,1,1,0,1,1,0,0,1,1,1,0
11191,,,reptiliancommie,0,1,1,0,1,1,0,0,1,1,1,0
11192,,,intonathanchen,32,1,33,33,1,34,0.03125,0.234954,0,0,0,0
11193,,,shouchan41,0,1,1,0,1,1,0,0,1,1,1,0
11194,,,indigoyunoh,0,1,1,0,1,1,0,0,1,1,1,0
11195,,,miaadorante,0,1,1,0,1,1,0,0,1,1,1,0
11196,,,babyleomark,0,1,1,0,1,1,0,0,1,1,1,0
11197,,,caffelatte114,0,1,1,0,1,1,0,0,1,1,1,0
11198,,,BlackDi04229689,0,1,1,0,1,1,0,0,1,1,1,0
11199,,,musicadanza,0,1,1,0,1,1,0,0,1,1,1,0
11200,,,HellsVox,0,1,1,0,1,1,0,0,1,1,1,0
11201,,,taesty7bts,0,1,1,0,1,1,0,0,1,1,1,0
11202,,,romes_are_rosie,0,1,1,0,1,1,0,0,1,1,1,0
11203,,,nancy_suddreth,0,1,1,0,1,1,0,0,1,1,1,0
11204,,,JimWitherspoon1,0,1,1,0,2,2,0,0,1,1,1,0
11205,,,PaulDRamone,0,1,1,0,1,1,0,0,1,1,1,0
11206,,,LoraAneM,0,1,1,0,1,1,0,0,1,1,1,0
11207,,,CaffeMocha1207,0,1,1,0,1,1,0,0,1,1,1,0
11208,,,monicasloves,0,3,3,0,3,3,0,0,1,1,1,0
11209,,,SpringDaeTae,0,1,1,0,1,1,0,0,1,1,1,0
11210,,,monodramajpeg,0,1,1,0,1,1,0,0,1,1,1,0
11211,,,JLindohf,0,1,1,0,1,1,0,0,1,1,1,0
11212,,,acckermanscult,0,1,1,0,1,1,0,0,1,1,1,0
11213,,,dbeggs13,0,1,1,0,1,1,0,0,1,1,1,0
11214,,,ElletteJames,0,1,1,0,1,1,0,0,1,1,1,0
11215,,,kinkassspam,0,1,1,0,1,1,0,0,1,1,1,0
11216,,,axwdd96s,0,1,1,0,1,1,0,0,1,1,1,0
11217,,,Deukaetan_gloss,0,1,1,0,1,1,0,0,1,1,1,0
11218,,,keiramore1,0,1,1,0,1,1,0,0,1,1,1,0
11219,,,anjarweeedua,0,1,1,0,1,1,0,0,1,1,1,0
